VolumeControl:false, SkipTrack:false, RemoveTrack:false, QueueRemove:false, ReorderPlaylist:false, Playlist:false, Light:true, SaveAndLoadPlaylist:false, GUI:true, FeatureAMP:true, QueueTrack:false, Mute:false, ProgressBar:true, Progress:true, ShowTime:true, PlaylistControls:false, ShowCover:false, LoadFolder:false, SkipRepeat:false, ShuffleRepeat:false, Base:true, Wave:true, MP3:true, Skins:true, Dark:false, ClearPlaylist:false, FileSupport:true, 
VolumeControl:false, SkipTrack:false, RemoveTrack:true, QueueRemove:true, ReorderPlaylist:false, Playlist:true, Light:false, SaveAndLoadPlaylist:false, GUI:true, FeatureAMP:true, QueueTrack:true, Mute:false, ProgressBar:true, Progress:true, ShowTime:false, PlaylistControls:true, ShowCover:false, LoadFolder:true, SkipRepeat:false, ShuffleRepeat:false, Base:true, Wave:true, MP3:true, Skins:true, Dark:true, ClearPlaylist:false, FileSupport:true, 
VolumeControl:false, SkipTrack:false, RemoveTrack:true, QueueRemove:true, ReorderPlaylist:false, Playlist:true, Light:false, SaveAndLoadPlaylist:false, GUI:true, FeatureAMP:true, QueueTrack:true, Mute:false, ProgressBar:true, Progress:true, ShowTime:false, PlaylistControls:true, ShowCover:false, LoadFolder:true, SkipRepeat:false, ShuffleRepeat:false, Base:true, Wave:true, MP3:true, Skins:true, Dark:true, ClearPlaylist:true, FileSupport:true, 
VolumeControl:false, SkipTrack:true, RemoveTrack:true, QueueRemove:true, ReorderPlaylist:true, Playlist:true, Light:true, SaveAndLoadPlaylist:true, GUI:true, FeatureAMP:true, QueueTrack:true, Mute:false, ProgressBar:true, Progress:true, ShowTime:true, PlaylistControls:true, ShowCover:false, LoadFolder:true, SkipRepeat:true, ShuffleRepeat:true, Base:true, Wave:true, MP3:true, Skins:true, Dark:false, ClearPlaylist:true, FileSupport:true, 
VolumeControl:false, SkipTrack:true, RemoveTrack:true, QueueRemove:true, ReorderPlaylist:true, Playlist:true, Light:true, SaveAndLoadPlaylist:true, GUI:true, FeatureAMP:true, QueueTrack:true, Mute:false, ProgressBar:true, Progress:true, ShowTime:true, PlaylistControls:true, ShowCover:false, LoadFolder:true, SkipRepeat:false, ShuffleRepeat:false, Base:true, Wave:true, MP3:true, Skins:true, Dark:false, ClearPlaylist:true, FileSupport:true, 
VolumeControl:false, SkipTrack:false, RemoveTrack:true, QueueRemove:true, ReorderPlaylist:true, Playlist:true, Light:true, SaveAndLoadPlaylist:true, GUI:true, FeatureAMP:true, QueueTrack:true, Mute:false, ProgressBar:true, Progress:true, ShowTime:true, PlaylistControls:true, ShowCover:false, LoadFolder:true, SkipRepeat:false, ShuffleRepeat:true, Base:true, Wave:true, MP3:true, Skins:true, Dark:false, ClearPlaylist:true, FileSupport:true, 
VolumeControl:false, SkipTrack:false, RemoveTrack:true, QueueRemove:true, ReorderPlaylist:true, Playlist:true, Light:true, SaveAndLoadPlaylist:true, GUI:true, FeatureAMP:true, QueueTrack:true, Mute:false, ProgressBar:true, Progress:true, ShowTime:true, PlaylistControls:true, ShowCover:false, LoadFolder:true, SkipRepeat:false, ShuffleRepeat:false, Base:true, Wave:true, MP3:true, Skins:true, Dark:false, ClearPlaylist:true, FileSupport:true, 
VolumeControl:false, SkipTrack:true, RemoveTrack:true, QueueRemove:true, ReorderPlaylist:false, Playlist:true, Light:true, SaveAndLoadPlaylist:true, GUI:true, FeatureAMP:true, QueueTrack:true, Mute:false, ProgressBar:true, Progress:true, ShowTime:true, PlaylistControls:true, ShowCover:false, LoadFolder:true, SkipRepeat:true, ShuffleRepeat:true, Base:true, Wave:true, MP3:true, Skins:true, Dark:false, ClearPlaylist:true, FileSupport:true, 
VolumeControl:false, SkipTrack:true, RemoveTrack:true, QueueRemove:true, ReorderPlaylist:false, Playlist:true, Light:true, SaveAndLoadPlaylist:true, GUI:true, FeatureAMP:true, QueueTrack:true, Mute:false, ProgressBar:true, Progress:true, ShowTime:true, PlaylistControls:true, ShowCover:false, LoadFolder:true, SkipRepeat:false, ShuffleRepeat:false, Base:true, Wave:true, MP3:true, Skins:true, Dark:false, ClearPlaylist:true, FileSupport:true, 
VolumeControl:false, SkipTrack:false, RemoveTrack:true, QueueRemove:true, ReorderPlaylist:false, Playlist:true, Light:true, SaveAndLoadPlaylist:true, GUI:true, FeatureAMP:true, QueueTrack:true, Mute:false, ProgressBar:true, Progress:true, ShowTime:true, PlaylistControls:true, ShowCover:false, LoadFolder:true, SkipRepeat:false, ShuffleRepeat:true, Base:true, Wave:true, MP3:true, Skins:true, Dark:false, ClearPlaylist:true, FileSupport:true, 
VolumeControl:false, SkipTrack:false, RemoveTrack:true, QueueRemove:true, ReorderPlaylist:false, Playlist:true, Light:true, SaveAndLoadPlaylist:true, GUI:true, FeatureAMP:true, QueueTrack:true, Mute:false, ProgressBar:true, Progress:true, ShowTime:true, PlaylistControls:true, ShowCover:false, LoadFolder:true, SkipRepeat:false, ShuffleRepeat:false, Base:true, Wave:true, MP3:true, Skins:true, Dark:false, ClearPlaylist:true, FileSupport:true, 
VolumeControl:false, SkipTrack:true, RemoveTrack:true, QueueRemove:true, ReorderPlaylist:true, Playlist:true, Light:false, SaveAndLoadPlaylist:true, GUI:true, FeatureAMP:true, QueueTrack:true, Mute:false, ProgressBar:true, Progress:true, ShowTime:true, PlaylistControls:true, ShowCover:false, LoadFolder:true, SkipRepeat:true, ShuffleRepeat:true, Base:true, Wave:true, MP3:true, Skins:true, Dark:true, ClearPlaylist:true, FileSupport:true, 
VolumeControl:false, SkipTrack:true, RemoveTrack:true, QueueRemove:true, ReorderPlaylist:true, Playlist:true, Light:false, SaveAndLoadPlaylist:true, GUI:true, FeatureAMP:true, QueueTrack:true, Mute:false, ProgressBar:true, Progress:true, ShowTime:true, PlaylistControls:true, ShowCover:false, LoadFolder:true, SkipRepeat:false, ShuffleRepeat:false, Base:true, Wave:true, MP3:true, Skins:true, Dark:true, ClearPlaylist:true, FileSupport:true, 
VolumeControl:false, SkipTrack:false, RemoveTrack:true, QueueRemove:true, ReorderPlaylist:true, Playlist:true, Light:false, SaveAndLoadPlaylist:true, GUI:true, FeatureAMP:true, QueueTrack:true, Mute:false, ProgressBar:true, Progress:true, ShowTime:true, PlaylistControls:true, ShowCover:false, LoadFolder:true, SkipRepeat:false, ShuffleRepeat:true, Base:true, Wave:true, MP3:true, Skins:true, Dark:true, ClearPlaylist:true, FileSupport:true, 
VolumeControl:false, SkipTrack:false, RemoveTrack:true, QueueRemove:true, ReorderPlaylist:true, Playlist:true, Light:false, SaveAndLoadPlaylist:true, GUI:true, FeatureAMP:true, QueueTrack:true, Mute:false, ProgressBar:true, Progress:true, ShowTime:true, PlaylistControls:true, ShowCover:false, LoadFolder:true, SkipRepeat:false, ShuffleRepeat:false, Base:true, Wave:true, MP3:true, Skins:true, Dark:true, ClearPlaylist:true, FileSupport:true, 
VolumeControl:false, SkipTrack:true, RemoveTrack:true, QueueRemove:true, ReorderPlaylist:false, Playlist:true, Light:false, SaveAndLoadPlaylist:true, GUI:true, FeatureAMP:true, QueueTrack:true, Mute:false, ProgressBar:true, Progress:true, ShowTime:true, PlaylistControls:true, ShowCover:false, LoadFolder:true, SkipRepeat:true, ShuffleRepeat:true, Base:true, Wave:true, MP3:true, Skins:true, Dark:true, ClearPlaylist:true, FileSupport:true, 
VolumeControl:false, SkipTrack:true, RemoveTrack:true, QueueRemove:true, ReorderPlaylist:false, Playlist:true, Light:false, SaveAndLoadPlaylist:true, GUI:true, FeatureAMP:true, QueueTrack:true, Mute:false, ProgressBar:true, Progress:true, ShowTime:true, PlaylistControls:true, ShowCover:false, LoadFolder:true, SkipRepeat:false, ShuffleRepeat:false, Base:true, Wave:true, MP3:true, Skins:true, Dark:true, ClearPlaylist:true, FileSupport:true, 
VolumeControl:false, SkipTrack:false, RemoveTrack:true, QueueRemove:true, ReorderPlaylist:false, Playlist:true, Light:false, SaveAndLoadPlaylist:true, GUI:true, FeatureAMP:true, QueueTrack:true, Mute:false, ProgressBar:true, Progress:true, ShowTime:true, PlaylistControls:true, ShowCover:false, LoadFolder:true, SkipRepeat:false, ShuffleRepeat:true, Base:true, Wave:true, MP3:true, Skins:true, Dark:true, ClearPlaylist:true, FileSupport:true, 
VolumeControl:false, SkipTrack:false, RemoveTrack:true, QueueRemove:true, ReorderPlaylist:false, Playlist:true, Light:false, SaveAndLoadPlaylist:true, GUI:true, FeatureAMP:true, QueueTrack:true, Mute:false, ProgressBar:true, Progress:true, ShowTime:true, PlaylistControls:true, ShowCover:false, LoadFolder:true, SkipRepeat:false, ShuffleRepeat:false, Base:true, Wave:true, MP3:true, Skins:true, Dark:true, ClearPlaylist:true, FileSupport:true, 
********************************
featureamp:truebase:truegui:truefilesupport:truevolumecontrol:falseskiptrack:falseremovetrack:falsequeueremove:falsereorderplaylist:falseplaylist:falselight:truesaveandloadplaylist:falsequeuetrack:falsemute:falseprogressbar:trueprogress:trueshowtime:trueplaylistcontrols:falseshowcover:falseloadfolder:falseskiprepeat:falseshufflerepeat:falsewave:truemp3:trueskins:truedark:falseclearplaylist:false
Configuration:

featureamp:truebase:truegui:truefilesupport:truevolumecontrol:falseskiptrack:falseremovetrack:falsequeueremove:falsereorderplaylist:falseplaylist:falselight:truesaveandloadplaylist:falsequeuetrack:falsemute:falseprogressbar:trueprogress:trueshowtime:trueplaylistcontrols:falseshowcover:falseloadfolder:falseskiprepeat:falseshufflerepeat:falsewave:truemp3:trueskins:truedark:falseclearplaylist:false


 ----------------------- 


featureamp:truebase:truegui:truefilesupport:truevolumecontrol:falseskiptrack:falseremovetrack:falsequeueremove:falsereorderplaylist:falseplaylist:falselight:falsesaveandloadplaylist:falsequeuetrack:falsemute:falseprogressbar:trueprogress:trueshowtime:trueplaylistcontrols:falseshowcover:falseloadfolder:falseskiprepeat:falseshufflerepeat:falsewave:truemp3:trueskins:truedark:trueclearplaylist:false

cont: 1((( apos os testes))) 
Configuration:
featureamp:truebase:truegui:truefilesupport:truevolumecontrol:falseskiptrack:falseremovetrack:falsequeueremove:falsereorderplaylist:falseplaylist:falselight:falsesaveandloadplaylist:falsequeuetrack:falsemute:falseprogressbar:trueprogress:trueshowtime:trueplaylistcontrols:falseshowcover:falseloadfolder:falseskiprepeat:falseshufflerepeat:falsewave:truemp3:trueskins:truedark:trueclearplaylist:falsecont: 2((( apos os testes))) 



 ----------------------- 


featureamp:truebase:truegui:truefilesupport:truevolumecontrol:falseskiptrack:falseremovetrack:falsequeueremove:falsereorderplaylist:falseplaylist:falselight:truesaveandloadplaylist:falsequeuetrack:falsemute:falseprogressbar:falseprogress:trueshowtime:trueplaylistcontrols:falseshowcover:falseloadfolder:falseskiprepeat:falseshufflerepeat:falsewave:truemp3:trueskins:truedark:falseclearplaylist:false

Configuration:
cont: 3((( apos os testes))) 
Configuration:
featureamp:truebase:truegui:truefilesupport:truevolumecontrol:falseskiptrack:falseremovetrack:falsequeueremove:falsereorderplaylist:falseplaylist:falselight:truesaveandloadplaylist:falsequeuetrack:falsemute:falseprogressbar:falseprogress:trueshowtime:trueplaylistcontrols:falseshowcover:falseloadfolder:falseskiprepeat:falseshufflerepeat:falsewave:truemp3:trueskins:truedark:falseclearplaylist:false


 ----------------------- 


featureamp:truebase:truegui:truefilesupport:truevolumecontrol:falseskiptrack:falseremovetrack:falsequeueremove:falsereorderplaylist:falseplaylist:falselight:falsesaveandloadplaylist:falsequeuetrack:falsemute:falseprogressbar:falseprogress:trueshowtime:trueplaylistcontrols:falseshowcover:falseloadfolder:falseskiprepeat:falseshufflerepeat:falsewave:truemp3:trueskins:truedark:trueclearplaylist:false

cont: 4((( apos os testes))) 
Configuration:
featureamp:truebase:truegui:truefilesupport:truevolumecontrol:falseskiptrack:falseremovetrack:falsequeueremove:falsereorderplaylist:falseplaylist:falselight:falsesaveandloadplaylist:falsequeuetrack:falsemute:falseprogressbar:falseprogress:trueshowtime:trueplaylistcontrols:falseshowcover:falseloadfolder:falseskiprepeat:falseshufflerepeat:falsewave:truemp3:trueskins:truedark:trueclearplaylist:false


 ----------------------- 


featureamp:truebase:truegui:truefilesupport:truevolumecontrol:falseskiptrack:falseremovetrack:falsequeueremove:falsereorderplaylist:falseplaylist:falselight:truesaveandloadplaylist:falsequeuetrack:falsemute:falseprogressbar:trueprogress:trueshowtime:falseplaylistcontrols:falseshowcover:falseloadfolder:falseskiprepeat:falseshufflerepeat:falsewave:truemp3:trueskins:truedark:falseclearplaylist:false

Exception in thread "AWT-EventQueue-0" java.lang.NullPointerException
	at gui.Main.updateWindow__wrappee__ProgressBar(Main.java:748)
	at gui.Main.updateWindow__wrappee__ShowTime(Main.java:755)
	at gui.Main.updateWindow(Main.java:770)
	at gui.Main.access$0(Main.java:768)
	at gui.Main$2.actionPerformed(Main.java:112)
	at javax.swing.Timer.fireActionPerformed(Unknown Source)
	at javax.swing.Timer$DoPostEvent.run(Unknown Source)
	at java.awt.event.InvocationEvent.dispatch(Unknown Source)
	at java.awt.EventQueue.dispatchEventImpl(Unknown Source)
	at java.awt.EventQueue.access$500(Unknown Source)
	at java.awt.EventQueue$3.run(Unknown Source)
	at java.awt.EventQueue$3.run(Unknown Source)
	at java.security.AccessController.doPrivileged(Native Method)
	at java.security.ProtectionDomain$JavaSecurityAccessImpl.doIntersectionPrivilege(Unknown Source)
	at java.awt.EventQueue.dispatchEvent(Unknown Source)
	at java.awt.EventDispatchThread.pumpOneEventForFilters(Unknown Source)
	at java.awt.EventDispatchThread.pumpEventsForFilter(Unknown Source)
	at java.awt.EventDispatchThread.pumpEventsForHierarchy(Unknown Source)
	at java.awt.EventDispatchThread.pumpEvents(Unknown Source)
	at java.awt.EventDispatchThread.pumpEvents(Unknown Source)
	at java.awt.EventDispatchThread.run(Unknown Source)
Exception in thread "AWT-EventQueue-0" java.lang.NullPointerException
	at gui.Main.updateWindow__wrappee__ProgressBar(Main.java:748)
	at gui.Main.updateWindow__wrappee__ShowTime(Main.java:755)
	at gui.Main.updateWindow(Main.java:770)
	at gui.Main.access$0(Main.java:768)
	at gui.Main$2.actionPerformed(Main.java:112)
	at javax.swing.Timer.fireActionPerformed(Unknown Source)
	at javax.swing.Timer$DoPostEvent.run(Unknown Source)
	at java.awt.event.InvocationEvent.dispatch(Unknown Source)
	at java.awt.EventQueue.dispatchEventImpl(Unknown Source)
	at java.awt.EventQueue.access$500(Unknown Source)
	at java.awt.EventQueue$3.run(Unknown Source)
	at java.awt.EventQueue$3.run(Unknown Source)
	at java.security.AccessController.doPrivileged(Native Method)
	at java.security.ProtectionDomain$JavaSecurityAccessImpl.doIntersectionPrivilege(Unknown Source)
	at java.awt.EventQueue.dispatchEvent(Unknown Source)
	at java.awt.EventDispatchThread.pumpOneEventForFilters(Unknown Source)
	at java.awt.EventDispatchThread.pumpEventsForFilter(Unknown Source)
	at java.awt.EventDispatchThread.pumpEventsForHierarchy(Unknown Source)
	at java.awt.EventDispatchThread.pumpEvents(Unknown Source)
	at java.awt.EventDispatchThread.pumpEvents(Unknown Source)
	at java.awt.EventDispatchThread.run(Unknown Source)
Exception in thread "AWT-EventQueue-0" java.lang.NullPointerException
	at gui.Main.updateWindow__wrappee__ProgressBar(Main.java:744)
	at gui.Main.updateWindow__wrappee__ShowTime(Main.java:755)
	at gui.Main.updateWindow(Main.java:770)
	at gui.Main.access$0(Main.java:768)
	at gui.Main$2.actionPerformed(Main.java:112)
	at javax.swing.Timer.fireActionPerformed(Unknown Source)
	at javax.swing.Timer$DoPostEvent.run(Unknown Source)
	at java.awt.event.InvocationEvent.dispatch(Unknown Source)
	at java.awt.EventQueue.dispatchEventImpl(Unknown Source)
	at java.awt.EventQueue.access$500(Unknown Source)
	at java.awt.EventQueue$3.run(Unknown Source)
	at java.awt.EventQueue$3.run(Unknown Source)
	at java.security.AccessController.doPrivileged(Native Method)
	at java.security.ProtectionDomain$JavaSecurityAccessImpl.doIntersectionPrivilege(Unknown Source)
	at java.awt.EventQueue.dispatchEvent(Unknown Source)
	at java.awt.EventDispatchThread.pumpOneEventForFilters(Unknown Source)
	at java.awt.EventDispatchThread.pumpEventsForFilter(Unknown Source)
	at java.awt.EventDispatchThread.pumpEventsForHierarchy(Unknown Source)
	at java.awt.EventDispatchThread.pumpEvents(Unknown Source)
	at java.awt.EventDispatchThread.pumpEvents(Unknown Source)
	at java.awt.EventDispatchThread.run(Unknown Source)
Exception in thread "AWT-EventQueue-0" java.lang.NullPointerException
	at gui.Main.updateWindow__wrappee__ProgressBar(Main.java:744)
	at gui.Main.updateWindow__wrappee__ShowTime(Main.java:755)
	at gui.Main.updateWindow(Main.java:770)
	at gui.Main.access$0(Main.java:768)
	at gui.Main$2.actionPerformed(Main.java:112)
	at javax.swing.Timer.fireActionPerformed(Unknown Source)
	at javax.swing.Timer$DoPostEvent.run(Unknown Source)
	at java.awt.event.InvocationEvent.dispatch(Unknown Source)
	at java.awt.EventQueue.dispatchEventImpl(Unknown Source)
	at java.awt.EventQueue.access$500(Unknown Source)
	at java.awt.EventQueue$3.run(Unknown Source)
	at java.awt.EventQueue$3.run(Unknown Source)
	at java.security.AccessController.doPrivileged(Native Method)
	at java.security.ProtectionDomain$JavaSecurityAccessImpl.doIntersectionPrivilege(Unknown Source)
	at java.awt.EventQueue.dispatchEvent(Unknown Source)
	at java.awt.EventDispatchThread.pumpOneEventForFilters(Unknown Source)
	at java.awt.EventDispatchThread.pumpEventsForFilter(Unknown Source)
	at java.awt.EventDispatchThread.pumpEventsForHierarchy(Unknown Source)
	at java.awt.EventDispatchThread.pumpEvents(Unknown Source)
	at java.awt.EventDispatchThread.pumpEvents(Unknown Source)
	at java.awt.EventDispatchThread.run(Unknown Source)
cont: 5((( apos os testes))) featureamp:truebase:truegui:truefilesupport:truevolumecontrol:falseskiptrack:falseremovetrack:falsequeueremove:falsereorderplaylist:falseplaylist:falselight:truesaveandloadplaylist:falsequeuetrack:falsemute:falseprogressbar:trueprogress:trueshowtime:falseplaylistcontrols:falseshowcover:falseloadfolder:falseskiprepeat:falseshufflerepeat:falsewave:truemp3:trueskins:truedark:falseclearplaylist:false


 ----------------------- 


featureamp:truebase:truegui:truefilesupport:truevolumecontrol:falseskiptrack:falseremovetrack:falsequeueremove:falsereorderplaylist:falseplaylist:falselight:falsesaveandloadplaylist:falsequeuetrack:falsemute:falseprogressbar:trueprogress:trueshowtime:falseplaylistcontrols:falseshowcover:falseloadfolder:falseskiprepeat:falseshufflerepeat:falsewave:truemp3:trueskins:truedark:trueclearplaylist:false


Configuration:
featureamp:truebase:truegui:truefilesupport:truevolumecontrol:falseskiptrack:falseremovetrack:falsequeueremove:falsereorderplaylist:falseplaylist:falselight:falsesaveandloadplaylist:falsequeuetrack:falsemute:falseprogressbar:trueprogress:trueshowtime:falseplaylistcontrols:falseshowcover:falseloadfolder:falseskiprepeat:falseshufflerepeat:falsewave:truemp3:trueskins:truedark:trueclearplaylist:false


 ----------------------- 


featureamp:truebase:truegui:truefilesupport:truevolumecontrol:trueskiptrack:falseremovetrack:falsequeueremove:falsereorderplaylist:falseplaylist:falselight:truesaveandloadplaylist:falsequeuetrack:falsemute:falseprogressbar:trueprogress:trueshowtime:trueplaylistcontrols:falseshowcover:falseloadfolder:falseskiprepeat:falseshufflerepeat:falsewave:truemp3:trueskins:truedark:falseclearplaylist:false

cont: 6((( apos os testes))) 
Configuration:
featureamp:truebase:truegui:truefilesupport:truevolumecontrol:trueskiptrack:falseremovetrack:falsequeueremove:falsereorderplaylist:falseplaylist:falselight:truesaveandloadplaylist:falsequeuetrack:falsemute:falseprogressbar:trueprogress:trueshowtime:trueplaylistcontrols:falseshowcover:falseloadfolder:falseskiprepeat:falseshufflerepeat:falsewave:truemp3:trueskins:truedark:falseclearplaylist:falsecont: 7((( apos os testes))) 
Configuration:



 ----------------------- 


featureamp:truebase:truegui:truefilesupport:truevolumecontrol:trueskiptrack:falseremovetrack:falsequeueremove:falsereorderplaylist:falseplaylist:falselight:falsesaveandloadplaylist:falsequeuetrack:falsemute:falseprogressbar:trueprogress:trueshowtime:trueplaylistcontrols:falseshowcover:falseloadfolder:falseskiprepeat:falseshufflerepeat:falsewave:truemp3:trueskins:truedark:trueclearplaylist:false

cont: 8((( apos os testes))) 
featureamp:truebase:truegui:truefilesupport:truevolumecontrol:trueskiptrack:falseremovetrack:falsequeueremove:falsereorderplaylist:falseplaylist:falselight:falsesaveandloadplaylist:falsequeuetrack:falsemute:falseprogressbar:trueprogress:trueshowtime:trueplaylistcontrols:falseshowcover:falseloadfolder:falseskiprepeat:falseshufflerepeat:falsewave:truemp3:trueskins:truedark:trueclearplaylist:false


 ----------------------- 


Configuration:
featureamp:truebase:truegui:truefilesupport:truevolumecontrol:trueskiptrack:falseremovetrack:falsequeueremove:falsereorderplaylist:falseplaylist:falselight:truesaveandloadplaylist:falsequeuetrack:falsemute:falseprogressbar:falseprogress:trueshowtime:trueplaylistcontrols:falseshowcover:falseloadfolder:falseskiprepeat:falseshufflerepeat:falsewave:truemp3:trueskins:truedark:falseclearplaylist:false

cont: 9((( apos os testes))) 
featureamp:truebase:truegui:truefilesupport:truevolumecontrol:trueskiptrack:falseremovetrack:falsequeueremove:falsereorderplaylist:falseplaylist:falselight:truesaveandloadplaylist:falsequeuetrack:falsemute:falseprogressbar:falseprogress:trueshowtime:trueplaylistcontrols:falseshowcover:falseloadfolder:falseskiprepeat:falseshufflerepeat:falsewave:truemp3:trueskins:truedark:falseclearplaylist:false


 ----------------------- 


featureamp:truebase:truegui:truefilesupport:truevolumecontrol:trueskiptrack:falseremovetrack:falsequeueremove:falsereorderplaylist:falseplaylist:falselight:falsesaveandloadplaylist:falsequeuetrack:falsemute:falseprogressbar:falseprogress:trueshowtime:trueplaylistcontrols:falseshowcover:falseloadfolder:falseskiprepeat:falseshufflerepeat:falsewave:truemp3:trueskins:truedark:trueclearplaylist:false

Configuration:
cont: 10((( apos os testes))) 
featureamp:truebase:truegui:truefilesupport:truevolumecontrol:trueskiptrack:falseremovetrack:falsequeueremove:falsereorderplaylist:falseplaylist:falselight:falsesaveandloadplaylist:falsequeuetrack:falsemute:falseprogressbar:falseprogress:trueshowtime:trueplaylistcontrols:falseshowcover:falseloadfolder:falseskiprepeat:falseshufflerepeat:falsewave:truemp3:trueskins:truedark:trueclearplaylist:false


 ----------------------- 


featureamp:truebase:truegui:truefilesupport:truevolumecontrol:trueskiptrack:falseremovetrack:falsequeueremove:falsereorderplaylist:falseplaylist:falselight:truesaveandloadplaylist:falsequeuetrack:falsemute:falseprogressbar:trueprogress:trueshowtime:falseplaylistcontrols:falseshowcover:falseloadfolder:falseskiprepeat:falseshufflerepeat:falsewave:truemp3:trueskins:truedark:falseclearplaylist:falseConfiguration:


Exception in thread "AWT-EventQueue-0" java.lang.NullPointerException
	at gui.Main.updateWindow__wrappee__ProgressBar(Main.java:744)
	at gui.Main.updateWindow__wrappee__ShowTime(Main.java:755)
	at gui.Main.updateWindow(Main.java:770)
	at gui.Main.access$0(Main.java:768)
	at gui.Main$2.actionPerformed(Main.java:112)
	at javax.swing.Timer.fireActionPerformed(Unknown Source)
	at javax.swing.Timer$DoPostEvent.run(Unknown Source)
	at java.awt.event.InvocationEvent.dispatch(Unknown Source)
	at java.awt.EventQueue.dispatchEventImpl(Unknown Source)
	at java.awt.EventQueue.access$500(Unknown Source)
	at java.awt.EventQueue$3.run(Unknown Source)
	at java.awt.EventQueue$3.run(Unknown Source)
	at java.security.AccessController.doPrivileged(Native Method)
	at java.security.ProtectionDomain$JavaSecurityAccessImpl.doIntersectionPrivilege(Unknown Source)
	at java.awt.EventQueue.dispatchEvent(Unknown Source)
	at java.awt.EventDispatchThread.pumpOneEventForFilters(Unknown Source)
	at java.awt.EventDispatchThread.pumpEventsForFilter(Unknown Source)
	at java.awt.EventDispatchThread.pumpEventsForHierarchy(Unknown Source)
	at java.awt.EventDispatchThread.pumpEvents(Unknown Source)
	at java.awt.EventDispatchThread.pumpEvents(Unknown Source)
	at java.awt.EventDispatchThread.run(Unknown Source)
Exception in thread "AWT-EventQueue-0" java.lang.NullPointerException
	at gui.Main.updateWindow__wrappee__ProgressBar(Main.java:748)
	at gui.Main.updateWindow__wrappee__ShowTime(Main.java:755)
	at gui.Main.updateWindow(Main.java:770)
	at gui.Main.access$0(Main.java:768)
	at gui.Main$2.actionPerformed(Main.java:112)
	at javax.swing.Timer.fireActionPerformed(Unknown Source)
	at javax.swing.Timer$DoPostEvent.run(Unknown Source)
	at java.awt.event.InvocationEvent.dispatch(Unknown Source)
	at java.awt.EventQueue.dispatchEventImpl(Unknown Source)
	at java.awt.EventQueue.access$500(Unknown Source)
	at java.awt.EventQueue$3.run(Unknown Source)
	at java.awt.EventQueue$3.run(Unknown Source)
	at java.security.AccessController.doPrivileged(Native Method)
	at java.security.ProtectionDomain$JavaSecurityAccessImpl.doIntersectionPrivilege(Unknown Source)
	at java.awt.EventQueue.dispatchEvent(Unknown Source)
	at java.awt.EventDispatchThread.pumpOneEventForFilters(Unknown Source)
	at java.awt.EventDispatchThread.pumpEventsForFilter(Unknown Source)
	at java.awt.EventDispatchThread.pumpEventsForHierarchy(Unknown Source)
	at java.awt.EventDispatchThread.pumpEvents(Unknown Source)
	at java.awt.EventDispatchThread.pumpEvents(Unknown Source)
	at java.awt.EventDispatchThread.run(Unknown Source)
Exception in thread "AWT-EventQueue-0" java.lang.NullPointerException
	at gui.Main.updateWindow__wrappee__ProgressBar(Main.java:748)
	at gui.Main.updateWindow__wrappee__ShowTime(Main.java:755)
	at gui.Main.updateWindow(Main.java:770)
	at gui.Main.access$0(Main.java:768)
	at gui.Main$2.actionPerformed(Main.java:112)
	at javax.swing.Timer.fireActionPerformed(Unknown Source)
	at javax.swing.Timer$DoPostEvent.run(Unknown Source)
	at java.awt.event.InvocationEvent.dispatch(Unknown Source)
	at java.awt.EventQueue.dispatchEventImpl(Unknown Source)
	at java.awt.EventQueue.access$500(Unknown Source)
	at java.awt.EventQueue$3.run(Unknown Source)
	at java.awt.EventQueue$3.run(Unknown Source)
	at java.security.AccessController.doPrivileged(Native Method)
	at java.security.ProtectionDomain$JavaSecurityAccessImpl.doIntersectionPrivilege(Unknown Source)
	at java.awt.EventQueue.dispatchEvent(Unknown Source)
	at java.awt.EventDispatchThread.pumpOneEventForFilters(Unknown Source)
	at java.awt.EventDispatchThread.pumpEventsForFilter(Unknown Source)
	at java.awt.EventDispatchThread.pumpEventsForHierarchy(Unknown Source)
	at java.awt.EventDispatchThread.pumpEvents(Unknown Source)
	at java.awt.EventDispatchThread.pumpEvents(Unknown Source)
	at java.awt.EventDispatchThread.run(Unknown Source)
Exception in thread "AWT-EventQueue-0" java.lang.NullPointerException
	at gui.Main.updateWindow__wrappee__ProgressBar(Main.java:744)
	at gui.Main.updateWindow__wrappee__ShowTime(Main.java:755)
	at gui.Main.updateWindow(Main.java:770)
	at gui.Main.access$0(Main.java:768)
	at gui.Main$2.actionPerformed(Main.java:112)
	at javax.swing.Timer.fireActionPerformed(Unknown Source)
	at javax.swing.Timer$DoPostEvent.run(Unknown Source)
	at java.awt.event.InvocationEvent.dispatch(Unknown Source)
	at java.awt.EventQueue.dispatchEventImpl(Unknown Source)
	at java.awt.EventQueue.access$500(Unknown Source)
	at java.awt.EventQueue$3.run(Unknown Source)
	at java.awt.EventQueue$3.run(Unknown Source)
	at java.security.AccessController.doPrivileged(Native Method)
	at java.security.ProtectionDomain$JavaSecurityAccessImpl.doIntersectionPrivilege(Unknown Source)
	at java.awt.EventQueue.dispatchEvent(Unknown Source)
	at java.awt.EventDispatchThread.pumpOneEventForFilters(Unknown Source)
